Cluster,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,0.33711859372231,0.11826609434922916,1.3089370551506918,1.4106390992075648,1.161555470817002,-0.16081629666546404,0.704405501664538,1.2197422403645821,0.6942070349107862,-0.18865438564909215,-0.15968792029273152,1.2329865716525794,0.307530359326102,0.5589953445650656,0.4327523037731459,0.051842418461307965,0.024472762440667043
1,-0.8454140415170279,-0.1707634107339053,-0.5357256152035543,-0.6862093921400991,-0.31800925803276914,-0.9701801801400007,0.07714418038758467,-0.5492879863579665,0.1605471821979072,-0.9355347489870691,-0.9648104972374333,-0.43160418714102045,-0.2824792201002601,-0.6006286723513855,-0.7254741797030365,0.709471657752962,-0.011267523066021069
2,0.4982479893459882,0.04476967065504203,-0.9039754115959898,-0.8617175188785531,-0.9648442217718484,1.1816683407070985,-0.8641276265579132,-0.7906351207203131,-0.9389598621807695,1.1768653539464387,1.1748627619366725,-0.9269985113981227,-0.05054227148772857,-0.001789939591012903,0.26780663435220564,-0.7909008936015883,-0.01560829407825475
