Cluster,Prevalence,Spend_Intensity,Credit_Stress,Payment_Discipline,Growth_Opportunity,Risk_Priority,Archetype,Priority_Score
0,0.353854748603352,1.2785295492069597,0.0277605404861966,-0.380909885311838,0.45241375221658564,0.009823199074836272,Balanced Mainstream,0.09744364698882219
2,0.3177653631284916,-0.9143839159111284,0.8754467763352477,-1.0587075279537939,-0.29055953707835186,0.27818666278183735,Risk-Managed Revolvers,0.09075708845263884
1,0.3283798882681564,-0.49288711312936073,-0.8770630362767022,1.4349458374559985,-0.16185421513823364,-0.2880098618566735,Low-Engagement Basics,0.06972045995234263
