PC1,PC2
-0.2572739338396461,-2.6616319827096246
-3.490820549130971,1.015699418600027
1.465645820939795,1.286482476080827
-1.2773254751804235,-1.0851865142242942
-1.1530922734433173,-1.3474734814433063
1.1767058552228464,0.3660999359953872
4.652403554618605,1.6453974494265984
1.6421623504239333,-0.06864462455191639
1.018774116185346,0.14551260391200582
0.3162610208338478,-1.0855081076084272
1.6906423554344543,0.23992079171047787
0.4403479657286682,-0.7192829368672274
3.0417063081378823,0.7514431488677179
2.672677188550018,0.7271868678272216
-3.0098838065289213,-0.11440043107586488
-0.2161061293552259,2.391564057776097
-3.703306154213603,-0.4270977517302703
1.1930758225304696,-2.768137151694803
1.5671333807486332,1.0400611642559754
1.3543527152565134,1.3082516395786585
0.5590333173944666,0.46957174277880376
2.221288703685019,4.32684684469981
2.1919199130617253,-1.3809001545843933
0.6411356263659341,3.7533629867324283
-3.773747282980534,1.1698185942618982
1.843965933683897,-1.1011011792557919
-1.9815360826208777,1.0224748592346014
1.6736729429427517,-1.5406701326313623
-1.1817623167655202,3.890641756731306
0.6370144500197078,-1.761453450297823
0.9682821493533871,4.699543197659515
1.828286552919478,1.5511471927876115
-1.806754282996375,2.2493238438422205
1.691370563247724,-0.5978396499466162
1.5468902339145814,1.864227068787083
-2.893897939734895,-0.7726272607276063
-4.614456421756545,2.2702602631155235
1.0540750724846537,3.52485212446994
-2.59083871332978,2.5921226967072135
-1.4932758685241192,1.743107531275342
-3.298686517305078,-0.5154363019478978
0.5926396863469517,2.084554832055818
-0.8692161034676928,0.3541195005569634
-3.0554923364160205,-0.876869523702383
2.6655674842179833,1.8531213106802835
-0.38263545773087304,-0.5035198347403652
-1.0424927012826477,-1.62442558115958
-4.202586694235702,-0.5584343612406175
4.277815973859212,0.507964629640697
-1.0147306654834938,0.4898624741209871
-1.34940824315799,4.395344453890296
2.4457498495184335,1.2875422954432112
-3.347334509324875,0.047960658613002666
0.4653890255318392,0.814301298301063
1.3071648316492626,-2.3971742485315977
0.1619351006247926,-1.1255588183666145
-1.8919253701041812,0.32997046263350804
3.214879431018805,2.442105605700129
-3.3922974031055784,0.44742389209085554
-1.1580820201743673,2.1513992601449625
-0.49589522816429304,-0.023063927230814726
-1.045634740589089,-0.722368093410179
-3.8759285074934198,0.5799076822678484
-0.43616442417882234,-4.368456056399396
1.1640430196363485,2.1331737496417156
1.1468692543942884,0.459873699817215
-3.1969235492045533,-1.7208818105130563
-3.708316587225374,0.12677729977395555
1.308478390999926,1.2083371566469887
0.3000146566110191,0.41501067725560936
-0.10766627428159113,2.388862793223967
0.4124502912360785,4.798748068827661
-3.048177139843101,-0.7677996084665296
1.166905772846306,0.1927331656029549
1.0472462839004248,-0.25130499128359307
1.824435965870977,1.6209414188686428
1.6051056328845594,1.645631654112081
1.2500418091623913,-0.7830120574650693
-3.1245238532047233,-0.7224370538461324
-1.345332588684163,3.394536494021515
1.968493408658601,-1.357902988718281
-3.300281499562916,-1.8688133022241564
1.3736863991997,-2.298363930452074
1.7133090717931792,-2.645078758029627
2.433930820538077,3.0033861734341003
2.6529014801204016,0.366242068942422
0.38977643846157256,5.179366855681592
0.8286933712135592,5.311662815422069
-1.8001886853496165,0.6916074774617943
